KIND OF MEDICINE,Item Name,MRP,Landing Cost,Batch No,Expiry Date,Current Stock,COMPANY,Sales Person,Sale Qty,Sale Rate
CREAM,C WIN CREAM 60GM,472.5,366.66,SGC0190,2027-06-01,0,SUN PHARMA,,,
pcs,CERNOS GEL,109.0,74.74,1846A,2026-07-01,4,SUN PHARMA,,,
CAPSULES,DABIGO 110MG CAP,162.0,124.41,DFF8408A,2026-11-01,0,SUN PHARMA,,,
CAPSULES,DABIGO 110MG CAP,164.81,126.57,DFG2750A,2027-04-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.7,629.0,202504YK004,2027-03-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.7,629.0,202505YK006,2027-03-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.7,629.0,202505YK008,2027-03-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.75,654.99,202505YK006,2027-04-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.75,700.0,202411YK015,2026-10-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.75,700.0,202412YK017,2026-11-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,1093.75,720.0,202412YK016,2026-11-01,0,SUN PHARMA,,,
pcs,HEADON 4IU VIAL,10937.5,7000.0,202412YK018,2026-11-01,0,SUN PHARMA,,,
pcs,INFIMAB 100MG,32000.0,10600.0,RLIN24-006,2027-06-01,0,SUN PHARMA,,,
pcs,INFIMAB 100MG,32000.0,10600.0,RLIN24-007,2027-08-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,139.68,109.52,GTG1739A,2027-05-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,149.0,113.24,GTG1739A,2027-05-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,149.0,114.43,GTG1103A,2027-04-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,149.0,116.82,GTG0968A,2027-02-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,152.81,117.35,GTG2629B,2027-08-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,154.22,119.67,GTG2135A,2027-06-01,0,SUN PHARMA,,,
TABLET,ISTAMET G IR 50/500/2,163.0,126.49,GTG2373A,2027-07-01,0,SUN PHARMA,,,
TABLET,LABEBET 100MG TAB,161.84,118.86,SIG1298A,2027-06-01,0,SUN PHARMA,,,
TABLET,LABEBET 100MG TAB,161.84,118.86,SIG1696A,2027-08-01,0,SUN PHARMA,,,
TABLET,LABEBET 100MG TAB,161.84,118.86,SIG2284A,2027-10-01,0,SUN PHARMA,,,
pcs,LITHOSUN-SR 400,75.0,55.07,GTG0500A,2028-01-01,0,SUN PHARMA,,,
pcs,LITHOSUN-SR 400,75.0,55.07,GTG0885A,2028-02-01,0,SUN PHARMA,,,
pcs,LITHOSUN-SR 400,75.0,55.07,GTG0887A,2028-02-01,0,SUN PHARMA,,,
pcs,LITHOSUN-SR 400,75.0,57.0,GTG0887A,2028-02-01,0,SUN PHARMA,,,
mg,LUPRIDE DEPOT 22.50 MG,15995.63,12299.99,ZEG0028A,2027-01-01,0,SUN PHARMA,,,
pcs,PANTOCID-DSR,229.69,176.4,GTG0507A,2027-07-01,0,SUN PHARMA,,,
mg,RASALECT TABS 1MG,201.56,153.19,SIG1067A,2027-04-01,0,SUN PHARMA,,,
mg,RASALECT TABS 1MG,201.56,153.19,SIG1701A,2027-07-01,0,SUN PHARMA,,,
pcs,ROSUVAS 5MG TAB,210.0,161.28,SIG0384A,2027-07-01,0,SUN PHARMA,,,
CAPSULES,SILODAL D 8MG CAP,440.62,338.4,GKG1045A,2027-05-01,0,SUN PHARMA,,,
CAPSULES,SILODAL D 8MG CAP,440.62,338.41,GKG1556A,2027-07-01,2,SUN PHARMA,,,
CAPSULES,SILODAL D 8MG CAP,440.62,341.92,GKG1015A,2027-04-01,0,SUN PHARMA,,,
CAPSULES,SOMPRAZ D 40MG CAP,265.0,203.52,GTG0661A,2027-01-01,0,SUN PHARMA,,,
,SYNDOPA 110,28.19,21.43,GKG1766A,2029-10-01,100,SUN PHARMA,,,
TABLET,FAMOCID 40MG TAB,11.5,8.84,GKF1682A,2027-09-01,0,SUN PHARMA LABORATORIES LTD,,,
pcs,GLUCORED FORTE TAB,67.5,52.37,SIG1126A,2028-05-01,0,SUN PHARMA LABORATORIES LTD,,,
pcs,GLUCORED FORTE TAB,72.0,55.29,SIF2719A,2027-10-01,0,SUN PHARMA LABORATORIES LTD,,,
pcs,GLUCORED FORTE TAB,67.5,56.87,SIG1852A,2028-08-01,0,SUN PHARMA LABORATORIES LTD,,,
pcs,ROSUVAS 40,634.0,491.85,SIF2733A,2027-05-01,0,SUN PHARMA LABORATORIES LTD,,,
TABLET,ROZAVEL F 20MG TAB,478.0,367.11,SIG0218A,2027-07-01,0,SUN PHARMA LABORATORIES LTD,,,
TABLET,URSOCOL 300MG TAB,693.0,532.22,GTG0262A,2026-12-01,0,SUN PHARMA LABORATORIES LTD,,,
POWDER,PROHANCE HP VANILLA 400GM,1197.0,1053.36,ZRC0088,2026-05-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
TABLET,REVLAMER 400MG TAB,120.0,91.2,GKG1317A,2027-07-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
TABLET,REVLAMER 400MG TAB,120.0,92.16,GKG1687A,2027-08-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
TABLET,REVLAMER 400MG TAB,120.0,93.12,GKG0744A,2027-04-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
CAPSULES,SILODAL 8MG CAP,299.06,224.9,SIG1645A,2027-07-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
CAPSULES,SILODAL 8MG CAP,299.06,232.08,SIF2544A,2026-09-01,0,SUN PHARMACEUTICAL INDUSTRIES,,,
pcs,MILFLODEX,212.0,151.43,FHB0138,2026-02-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,66.94,51.41,GTG0070A,2026-12-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,68.03,52.24,GTG2318A,2027-06-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,68.03,52.24,GTG2748A,2027-08-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,68.03,52.24,GTG3245A,2027-10-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,68.03,52.24,GTG3735A,2027-12-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,68.03,52.79,GTG1731A,2027-05-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,54.84,GTF3723A,2026-11-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,54.84,GTG0054A,2026-12-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,54.84,GTG0717A,2027-01-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,54.84,GTG0718A,2027-02-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,72.57,55.15,GTG1375A,2027-03-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,55.41,GTF3224A,2026-09-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,55.98,GTF3557A,2026-10-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,55.98,GTF3723A,2026-11-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,55.98,GTG0054A,2026-12-01,0,Sun Pharmaceutical Industries Ltd,,,
pcs,PROLOMET XL 25,71.4,55.98,GTG0070A,2026-12-01,0,Sun Pharmaceutical Industries Ltd,,,
TABLET,SUPER P-FORCE TAB,100.0,52.64,SE-1636,2027-06-01,0,SUNRISE PHARMACUTICALS,,,
INJ,ERTA 1GM INJ,4546.0,630.0,LY132408B,2026-05-01,0,SUNSHINE HEALTHCARE,,,
pcs,NITRILE GLOVES MEDIUM,2500.0,230.1,100,2027-12-01,2,SURGICAL,,,
pcs,NITRILE GLOVES MEDIUM,2500.0,230.1,90,2028-01-01,3,SURGICAL,,,
BOTTLE,OMRON 8712,2490.0,1736.0,100,2026-12-01,1,SURGICAL,,,
BOTTLE,OMRON 8712,2490.0,1736.0,100,2027-12-01,0,SURGICAL,,,
INJ,ZYTORVI 240MG,125000.0,96000.0,202407004A,2027-06-01,0,SUZHOU UNION BIOPHARMA CO.LTD,,,
INJ,ZYTORVI 240MG,125000.0,101970.0,202407004A,2027-06-01,0,SUZHOU UNION BIOPHARMA CO.LTD,,,
TABLET,DOXINATE PLUS TAB,317.16,243.58,DAM2514,2028-07-01,0,SVIZERA HEALTH CARE,,,
TABLET,DAPAGAIN 10MG TAB,88.5,65.0,SDG438,2027-04-01,0,SYSTOPIC LABORATORIES LTD,,,
TABLET,DAPAGAIN 10MG TAB,88.5,65.0,SDG440,2027-05-01,0,SYSTOPIC LABORATORIES LTD,,,
TABLET,DAPAGAIN 10MG TAB,88.5,65.0,SDG441,2027-05-01,0,SYSTOPIC LABORATORIES LTD,,,
BOTTL,TOPISAL 6% LOTION 30ML,110.0,84.48,TN-096,2027-04-01,0,SYSTOPIC LABORATORIES LTD,,,
TABLET,METHOTREXATE TAB 2.5MG,500.0,207.9,TPT25045,2028-09-01,0,TAJ PHARMA INDIA LTD,,,
TABLET,METHOTREXATE TAB 2.5MG,250.0,221.76,TPT25035,2028-08-01,0,TAJ PHARMA INDIA LTD,,,
VIAL,CABAZIRIX 60MG INJ,19272.29,4592.0,091042502B,2027-03-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,CARMUTHER 100MG,4600.0,1890.0,026122504B,2027-11-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,CARMUTHER 100MG,4600.0,1890.0,026122504C,2027-11-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,430.5,C71022502A,2027-01-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,441.0,C71012501A,2026-12-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,441.0,C71012601A,2027-12-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,441.0,C71042503A,2027-03-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,441.0,C71062504A,2027-05-01,0,THERDOSE PHARMA PVT.LTD.,,,
mg,LOMOOTHER 40MG,599.76,441.0,C71072505A,2027-06-01,0,THERDOSE PHARMA PVT.LTD.,,,
VIAL,THEROTEPA 100MG INJ,59062.5,17999.99,130112503A,2027-10-01,0,THERDOSE PHARMA PVT.LTD.,,,
VIAL,THEROTEPA 100MG INJ,59062.5,18000.04,130062501A,2027-05-01,0,THERDOSE PHARMA PVT.LTD.,,,
pcs,LICAB TAB,26.03,19.78,2I12M009,2028-06-01,0,TORRENT,,,
CAP,UPRISE D3 6K CAP,387.82,297.85,25510037,2026-12-01,0,TORRENT,,,
CAP,UPRISE D3 6K CAP,413.68,297.85,24510465,2026-07-01,0,TORRENT,,,
CAP,UPRISE D3 6K CAP,413.68,317.71,25510037,2026-12-01,0,TORRENT,,,
TABLET,BETACARD AM TAB,44.2,33.94,2173M001,2027-01-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,66.7,51.76,DAAF0024,2028-03-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,66.7,51.76,DAAF0027,2028-04-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,69.94,53.72,DAAE0088,2027-09-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,69.94,53.72,DAAE0096,2027-10-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,69.94,53.72,DAAE0115,2027-11-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,69.94,53.72,DAAF0011,2028-01-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,71.15,54.64,DAAF0017,2028-03-01,0,TORRENT PHARMA,,,
TABLET,DEVIRY 10MG TAB,71.15,54.64,DAAF0018,2028-03-01,0,TORRENT PHARMA,,,
CREAM,NOSKURF DAILY CREAM 100GM,399.0,309.63,ND2502,2027-03-01,0,TORRENT PHARMA,,,
TABLET,PREGALIN NT 75/10 TAB,249.5,191.61,GBUF0003,2027-01-01,0,TORRENT PHARMA,,,
TABLET,PREGALIN NT 75/10 TAB,249.5,191.61,GBUF0005,2027-04-01,0,TORRENT PHARMA,,,
pcs,APIXATOR 2.5,145.0,113.68,2NS7L023,2026-11-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,ARKAMIN 100 MG TAB,96.4,73.27,8NY2M002,2027-01-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,ARKAMIN 100 MG TAB,96.4,73.27,8NY2M011,2027-01-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,ARKAMIN 100 MG TAB,96.4,74.04,8NY2M006,2027-01-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,CHYMORAL FORTE TAB,499.0,387.22,2KU6M017,2028-03-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,DEPLATT A 75MG TAB,117.6,89.38,BR2501,2026-06-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,EUREPA 0.5MG TAB,169.25,129.98,2HG1M006,2028-07-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,EUREPA 0.5MG TAB,169.25,131.34,2HG1M005,2028-07-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,EUREPA 0.5MG TAB,180.55,138.66,2HG1M002,2027-12-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,EUREPA 0.5MG TAB,180.55,138.67,2HG1L010,2027-09-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,EUREPA 0.5MG TAB,180.55,138.67,2HG1L011,2027-11-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,METOCARD XL 12.5MG TAB,87.75,67.39,2C50L004,2027-06-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,450.2,345.75,2964M020,2027-02-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,450.2,349.36,2964M015,2026-12-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,480.25,364.99,2964L035,2026-07-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,480.25,368.83,2964L034,2026-07-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,480.25,368.84,2964M001,2026-08-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,480.25,372.68,2964L032,2026-06-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,480.25,376.52,2964L035,2026-07-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,494.76,379.98,2964M024,2027-04-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,NIKORAN-5,494.76,379.98,2964M029,2027-05-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,SHELCAL 250MG TAB,158.7,121.88,8LV3M002,2027-02-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,TORLEVA 500MG TAB,145.37,110.49,2963M001,2028-02-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,TORLEVA 500MG TAB,147.89,112.4,2963M003,2028-03-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,TORLEVA 500MG TAB,147.89,112.4,N963M002,2028-02-01,0,TORRENT PHARMACEUTICALS LTD,,,
TABLET,TORLEVA 500MG TAB,147.89,112.4,N963M002,2028-03-01,0,TORRENT PHARMACEUTICALS LTD,,,
pcs,PAPARIN 2ML INJ,26.44,17.85,2DV25001,2027-12-01,0,TROIKAA PHARMACEUTICALS LTD,,,
pcs,TESS PASTE 5GM,108.9,66.93,AL5011,2027-02-01,0,TROIKAA PHARMACEUTICALS LTD,,,
CREAM,MOMOZ CREAM 10GM,239.6,182.09,AL4008,2026-09-01,0,UNICHEM LABORATORIES LTD,,,
pcs,ROSINOX 60 MG,705.41,110.25,2505001A,2027-04-01,0,UNIROSE PHARMA PVT.LTD,,,
pcs,BIODRONATE 30 MG,1749.0,929.6,PDLD4A1,2026-03-01,0,UNITED BIOTECH,,,
pcs,BIODRONATE 30 MG,1923.0,929.6,PDLD5A1,2027-03-01,0,UNITED BIOTECH,,,
pcs,BIODRONATE 30 MG,1749.0,952.0,PDLD4A1,2026-03-01,0,UNITED BIOTECH,,,
pcs,GAVIR 500 MG,2225.0,590.1,GVLD5A10,2027-03-01,0,UNITED BIOTECH,,,
pcs,GAVIR 500 MG,2225.0,600.0,GVLF5A12,2027-05-01,0,UNITED BIOTECH,,,
pcs,GAVIR 500 MG,2225.0,620.0,GVLD5A9,2027-03-01,0,UNITED BIOTECH,,,
pcs,GAVIR 500 MG,2025.0,640.0,GVLK4A14,2026-10-01,0,UNITED BIOTECH,,,
pcs,GAVIR 500 MG,2025.0,652.05,GVLI4A11,2026-08-01,0,UNITED BIOTECH,,,
pcs,IDARUBITEC 10 MG INJ,16950.0,10920.0,IDLH4B3,2026-07-01,0,UNITED BIOTECH,,,
pcs,IDARUBITEC 10 MG INJ,16950.0,10920.0,IDLH4B3,2026-07-01,0,UNITED BIOTECH,,,
pcs,IFOMID -M 2 GM,854.99,609.0,FMDE5C3,2027-04-01,0,UNITED BIOTECH,,,
pcs,IFOMID -M 2 GM,912.0,628.32,FMDD5C2,2027-03-01,0,UNITED BIOTECH,,,
pcs,IFOMID -M 2 GM,912.0,628.32,FMDE5C3,2027-04-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,421.87,294.0,FMDC5B6,2027-02-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,421.88,294.0,FMDC5B6,2027-02-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,421.88,294.0,FMDG5B11,2027-06-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,299.04,FMDC5B6,2027-02-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,306.32,FMDC5B4,2027-02-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,308.0,FMDA5B1,2026-12-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,313.6,FMDA5B1,2026-12-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,313.6,FMDC5B6,2027-02-01,0,UNITED BIOTECH,,,
pcs,IFOMID-M 1 GM INJ,450.0,313.6,FMDL4B11,2026-11-01,0,UNITED BIOTECH,,,
pcs,ONCOFLUOR 500MG INJ,28.5,23.62,OFII4B43,2026-08-01,5,UNITED BIOTECH,,,
g,TICARNIC 3.1 GM,1082.0,567.0,TKDE5B4,2027-04-01,0,UNITED BIOTECH,,,
pcs,TOPOTEC 2.5MG INJ,6164.06,3100.0,TOIF5A1,2027-05-01,0,UNITED BIOTECH,,,
pcs,TOPOTEC 2.5MG INJ,6575.0,3584.0,TOIF5A1,2027-05-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,250.0,200.0,VBIB5A2,2027-01-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,250.0,200.55,VBIB5A1,2027-01-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,250.0,203.7,VBIB5A2,2027-01-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,250.0,210.0,VBIK4A13,2026-10-01,1,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,213.15,VBIE5A4,2027-04-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,213.15,VBIF5A5,2027-05-01,5,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,213.15,VBIF5A7,2027-05-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,213.15,VBIK5A8,2027-10-01,40,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,218.4,VBIF5A7,2027-05-01,0,UNITED BIOTECH,,,
pcs,UNIBLASTIN 10 MG,267.0,220.5,VBIF5A6,2027-05-01,0,UNITED BIOTECH,,,
pcs,UNICALCIN 100 MG,325.0,205.0,CJII4B5,2026-08-01,0,UNITED BIOTECH,,,
pcs,UNICALCIN 100 MG,325.0,205.0,CJII4B6,2026-08-01,0,UNITED BIOTECH,,,
pcs,UNICALCIN 100 MG,325.0,240.8,CJII4B6,2026-08-01,0,UNITED BIOTECH,,,
AMP,UNICALCIN 50IU INJ,152.0,121.36,CJII4A1,2026-08-01,0,UNITED BIOTECH,,,
mg,UNICRISTINE 1MG,53.5,42.52,UCIK4A18,2026-10-01,0,UNITED BIOTECH,,,
mg,UNICRISTINE 1MG,60.0,45.15,UCID5A7,2027-03-01,0,UNITED BIOTECH,,,
mg,UNICRISTINE 1MG,60.0,46.2,UCIG5A13,2027-06-01,0,UNITED BIOTECH,,,
mg,UNICRISTINE 1MG,60.0,46.2,UCIG5A14,2027-06-01,0,UNITED BIOTECH,,,
mg,UNICRISTINE 1MG,60.0,48.3,UCIH5A15,2027-07-01,0,UNITED BIOTECH,,,
VIAL,DOXULIP 50MG,19230.0,4200.0,DLID5B2,2027-03-01,0,UNITED BIOTECH PVT.LTD.,,,
AMP,HEPAGARD 10ML INJ,422.0,197.12,HGIE4A5,2026-04-01,0,UNITED BIOTECH PVT.LTD.,,,
AMP,HEPAGARD 10ML INJ,422.0,197.12,HGII4A13,2026-08-01,0,UNITED BIOTECH PVT.LTD.,,,
AMP,HEPAGARD 10ML INJ,464.0,202.72,HGIF5A4,2027-05-01,0,UNITED BIOTECH PVT.LTD.,,,
INJ,IDARUBITEC 5MG INJ,8850.0,6142.5,IDLH4A3,2026-07-01,0,UNITED BIOTECH PVT.LTD.,,,
INJ,SOMATIN 250MG INJ,679.0,367.5,SMLG5A1,2027-06-01,0,UNITED BIOTECH PVT.LTD.,,,
CREAM,SMILOGEL 10GM,33.04,18.56,H25367S,2027-07-01,1,UNIVERSAL GENERICS,,,
pcs,ECOSPRIN AV 75/20,47.5,38.7,APG25046,2027-03-01,0,USV,,,
pcs,ECOSPRIN AV 75/20,65.3,53.2,28026760,2026-10-01,0,USV,,,
mg,GLYCOMET 500MG TAB,20.76,14.94,26011065,2028-10-01,0,USV,,,
mg,GLYCOMET 500MG TAB,20.4,15.67,26010612,2028-01-01,0,USV,,,
mg,GLYCOMET 500MG TAB,20.76,15.95,26010712,2028-03-01,0,USV,,,
mg,GLYCOMET 500MG TAB,20.4,15.99,56001723,2027-12-01,0,USV,,,
pcs,GLYCOMET SR 500,41.97,32.24,60002169,2028-05-01,0,USV,,,
pcs,GLYCOMET SR 500,41.97,32.24,60002494,2028-11-01,0,USV,,,
pcs,GLYCOMET SR 500,44.0,33.79,60001477,2027-08-01,0,USV,,,
pcs,GLYCOMET SR 500,44.0,33.79,60001893,2028-02-01,0,USV,,,
pcs,GLYCOMET SR 500,44.77,34.38,60002044,2028-04-01,0,USV,,,
pcs,GLYCOMET SR 500,44.0,34.5,60001659,2027-11-01,0,USV,,,
pcs,GLYCOMET SR 500,44.77,34.74,600002003,2028-03-01,0,USV,,,
pcs,ECOSPRIN-75,5.15,4.3,56001805,2027-02-01,0,USV LTD,,,
pcs,ECOSPRIN-75,5.29,4.41,04011514,2027-05-01,0,USV LTD,,,
pcs,ECOSPRIN-75,5.29,4.41,04011706,2027-09-01,0,USV LTD,,,
pcs,ECOSPRIN-75,5.49,4.73,04010963,2026-10-01,0,USV LTD,,,
pcs,ECOSPRIN-75,5.49,4.73,04011144,2027-01-01,0,USV LTD,,,
pcs,GLYCOMET GP 0.5MG,63.2,48.55,60002047,2027-04-01,0,USV LTD,,,
pcs,GLYCOMET GP 0.5MG,88.88,68.26,60002334,2027-08-01,0,USV LTD,,,
TABLET,GLYCOMET GP 2MG TAB,191.0,146.69,60001856,2027-01-01,0,USV LTD,,,
TABLET,GLYCOMET GP 2MG TAB,192.0,147.45,60002103,2027-04-01,0,USV LTD,,,
pcs,GLYCOMET GP2MG TAB,191.0,146.69,60001803,2026-12-01,0,USV LTD,,,
pcs,GLYCOMET GP2MG TAB,191.0,148.22,60001803,2026-12-01,0,USV LTD,,,
pcs,LIPICARD-160 TAB,217.25,166.85,28026447,2027-02-01,2,USV LTD,,,
pcs,LIPICARD-160 TAB,217.25,166.85,28026590,2027-03-01,0,USV LTD,,,
pcs,LIPICARD-160 TAB,217.25,168.59,28026371,2027-02-01,0,USV LTD,,,
TABLET,METZOK 25MG TAB,44.87,34.81,M251015,2028-06-01,0,USV LTD,,,
TABLET,ECOSPRIN 325MG TAB,10.51,8.77,04010725,2026-07-01,0,USV PRIVATE LIMITED,,,
pcs,GLYCOMET GP 1,123.28,94.68,60002433,2027-10-01,0,USV PRIVATE LIMITED,,,
pcs,GLYCOMET GP 1,123.28,95.67,60002174,2027-05-01,0,USV PRIVATE LIMITED,,,
pcs,GLYCOMET GP 1,123.28,95.67,60002272,2027-07-01,0,USV PRIVATE LIMITED,,,
pcs,GLYCOMET GP 1,130.5,100.23,60001826,2027-01-01,0,USV PRIVATE LIMITED,,,
TABLET,PIOZ MF 15MG TAB,155.65,119.54,28026469,2027-02-01,0,USV PRIVATE LIMITED,,,
BOTTLE,SEBAMED ANTI DANDRUFF SHAMPOO 200ML,680.0,549.77,5A074A21,2028-03-01,0,USV PRIVATE LIMITED,,,
pcs,TRIGLYNASE 1MG TAB,65.15,50.56,28026258,2026-07-01,0,USV PRIVATE LIMITED,,,
pcs,TRIGLYNASE 1MG TAB,68.5,52.61,28026697,2026-10-01,0,USV PRIVATE LIMITED,,,
TABLET,XENIA ST 25MG TAB,220.2,158.55,EMV252550C,2027-09-01,0,USV PRIVATE LIMITED,,,
TABLET,XENIA ST 25MG TAB,220.2,160.2,EMV250610D,2027-02-01,0,USV PRIVATE LIMITED,,,
TABLET,XENIA ST 25MG TAB,220.2,169.12,EMV250610D,2027-02-01,0,USV PRIVATE LIMITED,,,
VIAL,RONEM FORTE 500MG,809.74,42.34,D5AA333A,2026-12-01,0,VENUS,,,
pcs,TICOCIDE 200 MG,1645.6,126.0,D5CTE021A,2027-02-01,0,VENUS,,,
pcs,TICOCIDE 200 MG,1645.6,126.0,D5CTE021B,2027-02-01,0,VENUS,,,
pcs,TICOCIDE 400 MG,2922.7,222.08,D5ETE022A,2027-04-01,0,VENUS,,,
pcs,TICOCIDE 400 MG,2922.7,222.08,D5ETE022B,2027-04-01,0,VENUS,,,
pcs,TICOCIDE 400 MG,2922.7,246.75,D5CTE012A,2027-02-01,0,VENUS,,,
pcs,TICOCIDE 400 MG,2922.7,246.75,D5CTE012B,2027-02-01,0,VENUS,,,
VIAL,MRSACIN 500MG INJ,339.33,39.9,D5DVA021A,2027-03-01,0,VENUS LABORATORIES P.LTD,,,
VIAL,ASVS VI-ASV (VIRCHOW),696.61,462.0,AVS100225,2029-04-01,0,VIRCHOW BIOTECH,,,
VIAL,ASVS VI-ASV (VIRCHOW),696.61,462.0,AVS100425,2029-07-01,0,VIRCHOW BIOTECH,,,
